predictions,labels,entropys,plpds
677,677,0.1741586,0.096864045
175,175,1.3374295,-0.14772087
608,806,2.0448947,0.117817044
810,681,3.1570907,0.25588536
328,328,0.0097642075,0.7160717
151,151,0.61427236,0.8089464
841,841,0.029088296,0.9799252
996,996,0.69311666,0.59565175
981,981,0.52845097,0.81495196
552,552,0.0610483,0.016204655
622,622,0.0070871697,0.8618805
644,644,0.20192812,0.0214355
857,857,0.04519008,0.37988418
593,593,0.12923928,0.6506313
602,602,0.027939681,0.6782424
867,867,0.1372864,0.0129778385
232,232,1.1114125,0.5552333
559,559,0.010318695,0.00042003393
30,30,0.69937515,0.11477411
978,977,0.26007134,0.65798134
112,112,2.3428478,0.57070035
157,157,1.6348872,0.6219958
241,163,2.791052,0.073674664
22,22,0.039452314,0.08003968
698,698,0.33809498,0.055502474
689,689,3.141008,0.27684778
794,794,0.18081881,0.051459193
555,555,0.15700227,0.5018692
149,149,0.0007466114,0.28139466
632,598,2.9638934,0.3306781
277,277,0.70628494,-0.15443325
330,331,1.2690732,0.3679189
318,318,0.00472527,0.00017106533
894,553,3.0578108,0.083302364
20,20,0.31624365,0.93497723
915,516,3.416171,0.23071177
382,380,0.3229769,0.2321685
19,19,0.11056648,0.98275936
289,289,0.07808035,0.0003156662
972,525,1.8968948,-0.12745547
281,282,1.0091695,0.257578
506,506,1.0648972,0.8025682
822,822,1.5456189,0.76591337
907,966,0.35630685,0.7018313
205,208,0.6642648,0.51469463
293,293,0.7728915,0.41786405
201,201,1.4346966,0.514944
743,743,0.092726566,0.0025835037
61,61,0.053404033,-1.4483929e-05
850,850,0.6063624,-0.09131038
920,818,0.60982645,0.8783465
31,31,0.56574035,-0.028238773
19,19,0.07892531,-0.0023730993
95,95,0.011565037,0.0032883883
412,412,0.15686947,0.37585908
483,483,0.01937939,0.01284951
568,703,3.6321447,0.3421515
718,718,0.28566667,0.16411155
99,97,1.3118718,0.3680871
397,397,0.62030154,0.26349288
228,228,0.0211487,0.7264344
662,681,1.3571632,0.40212578
357,357,0.30210415,0.049612343
179,179,0.31681943,0.10325283
