predictions,labels,entropys,plpds
736,589,4.611969,0.11275903
989,989,0.38864806,-0.03305334
354,354,0.011015737,0.34028322
364,364,0.007786668,0.03885907
698,698,0.45198786,0.43897542
529,529,0.0073853675,0.0008379221
743,743,0.70622915,0.57076216
888,888,0.10385431,0.6206645
464,893,0.51604724,0.84260345
650,650,0.7129012,0.34995174
755,755,0.8957181,0.521795
201,201,0.981287,0.3776223
504,504,0.15883274,0.32551146
523,462,0.24293347,0.74901766
307,312,1.8437768,0.36671132
715,715,0.10949914,0.2768889
617,617,0.27640414,0.7233726
828,828,0.43174762,-0.092564166
202,265,1.4447126,-0.4651357
647,647,0.07414016,0.3241924
980,980,0.115018085,0.7189646
117,117,0.41644686,0.9283686
692,549,1.36064,-0.2419936
137,137,0.0072334833,-8.3088875e-05
850,885,1.4716988,0.67649037
268,268,0.0014897017,0.00013703108
412,596,2.0014715,0.34717235
940,940,0.0042659547,0.0019108653
204,204,0.4415974,0.87642175
568,568,0.6112444,0.7976027
823,606,2.705679,0.29234746
33,33,0.072530046,0.03229505
10,94,0.22834407,0.7513159
122,122,0.019892666,0.001894474
986,986,0.00027554494,5.0783157e-05
670,670,0.50478363,0.892505
527,526,1.0709319,0.7279317
477,477,0.002099014,0.112232566
650,107,1.076894,0.55194753
566,566,0.17970876,0.84987867
366,366,0.05058227,0.0044457912
975,970,0.15106785,0.16012353
724,536,0.73503894,0.6248982
763,763,0.0025159195,0.013842106
427,427,0.013869899,-6.699562e-05
475,475,0.0029513426,0.06087804
127,127,0.086916104,0.015767038
985,985,0.05234263,0.056372106
710,710,0.09654544,0.986065
389,389,0.028651785,0.04518622
260,260,0.17045152,0.65724504
235,235,0.008319623,0.9980033
766,766,0.00026108287,7.843971e-05
608,608,0.0005936951,0.0011668205
352,352,0.019172827,0.34456545
975,975,0.4558257,0.86621076
573,573,0.7794118,0.6121007
294,295,0.4719203,-0.085287094
218,218,0.54930556,-0.10295242
753,753,0.0016973034,0.07585126
71,71,0.007954883,9.4771385e-05
29,29,0.0005760683,0.00069123507
934,934,0.008024562,0.007762015
292,292,0.43146738,0.0580585
