predictions,labels,entropys,plpds
444,665,1.6264272,0.5281595
907,907,0.91324806,-0.08045417
392,392,0.022031402,0.9791176
630,514,0.6968051,0.06312567
214,214,0.1662581,0.9779789
89,89,0.040146984,0.04744363
192,192,1.1001989,0.6531172
111,111,0.004657292,0.00067305565
839,839,0.19098595,0.96618176
769,769,0.21628225,0.9778636
628,628,0.0043426184,0.117488086
642,890,1.8916861,0.5183287
398,886,1.3208302,0.5852984
159,168,1.0196474,0.56514716
650,650,2.9215832,0.28386503
42,42,0.0059202616,0.00048667192
968,504,0.5815759,0.51728183
111,728,3.3590178,-0.65808177
471,471,0.014958911,0.98030216
447,447,0.017823692,0.8784138
654,675,1.1345541,0.7232944
761,761,0.38686603,0.58419394
913,517,0.79371953,0.83625215
397,397,0.00080896204,0.016922414
226,226,0.21940091,0.91284984
406,884,1.1685284,-0.019297361
530,530,0.013843158,0.004586518
804,804,0.4047926,0.8946392
590,487,0.5717113,0.8892072
700,700,0.04822184,0.69275093
463,433,4.190685,0.12666851
536,525,4.521143,0.14321885
460,672,0.37582812,0.9454926
915,915,0.008720177,0.77998304
184,184,2.2868826,0.2998863
313,313,0.07757225,0.79734993
912,460,1.4564947,0.5687553
885,885,2.3443894,0.2288069
723,723,0.35699823,0.5405458
228,228,0.25300792,0.9724787
260,175,1.8437474,0.34075898
831,999,4.042769,0.16031937
88,88,0.0018148215,0.003041029
201,201,2.314761,0.35447693
228,228,2.2370553,0.43575418
349,349,0.58336514,0.4197139
972,972,0.116149515,0.026712358
361,101,3.088657,0.40689802
863,863,0.02723099,0.0060730577
489,489,0.1436261,-0.018265367
64,59,0.39047962,0.6111206
248,250,0.63458115,0.5440416
771,771,0.2747308,0.9525673
532,532,0.027294008,0.035881758
116,116,0.69919825,0.61409724
511,817,0.92495155,0.53058326
242,242,0.21763974,0.95478123
322,322,0.003468973,0.0014683008
919,920,2.1677854,0.5230399
642,642,0.0033156446,0.052258193
918,918,0.09981669,0.3200224
947,997,2.211728,0.41708368
796,796,0.1356205,0.7625015
800,800,0.44093007,0.893687
