predictions,labels,entropys,plpds
969,626,1.5536729,0.073710114
987,964,2.3523638,0.5012071
17,17,0.11666216,0.005703211
511,817,0.88302743,0.31191802
174,174,0.82805264,0.53810143
209,209,0.09598058,0.062660396
46,46,1.0120211,0.08246046
233,224,2.334533,0.31916177
419,611,0.24396548,0.9586225
187,187,0.2904408,0.40906692
172,172,0.8876311,0.2172212
970,970,0.14738679,0.023654103
630,630,0.27621567,0.80359864
624,454,0.4208514,0.42693955
537,537,0.18376938,0.18786907
646,479,1.4223585,0.703504
741,741,0.94208956,0.5682805
182,182,0.38431543,0.56145155
904,396,1.6156523,0.7494293
315,315,0.40504646,0.944303
556,873,2.7992272,0.36524093
784,784,0.6976329,0.8742514
693,693,0.98460615,0.2365937
460,913,1.4760847,0.6904854
553,553,0.49261224,0.9084061
625,625,0.1114073,0.046006978
797,797,0.24434818,0.59693843
850,850,0.6834479,0.22633332
261,261,0.9433608,0.8682616
283,259,0.032002546,0.99108785
313,41,3.1134589,0.07739979
224,224,0.40963054,0.6902394
685,685,0.03642488,0.024373293
802,802,0.11242367,0.23985177
358,358,0.77045095,0.13093567
934,728,0.13535945,0.47744536
516,431,0.08498439,0.9657859
542,528,2.452588,0.4304979
164,214,2.8024464,0.33333108
391,7,1.674145,0.7559506
685,685,0.03816157,0.0068636537
370,370,0.48173288,0.8907544
629,629,0.5497837,0.17144084
440,440,1.4086015,0.72497547
154,154,0.1564639,0.97879964
943,943,0.32399204,0.15725279
850,570,3.8182836,0.31867272
439,439,0.3351784,0.8487832
659,659,0.12443339,0.8189521
609,609,1.5925831,0.67259425
909,567,1.1713508,0.7094042
882,882,0.53157586,0.43521652
702,702,0.10946892,0.89404255
478,519,1.1712757,0.6941834
423,564,2.2904007,0.51119864
4,4,0.3553043,0.8785833
988,988,0.02433113,0.0041618347
490,490,0.3188423,-0.016817153
316,316,0.07251099,0.46704268
46,46,1.1065226,0.17073235
768,768,0.09356864,0.3794384
490,490,2.3657775,0.3378556
874,874,0.2701856,0.9536062
751,511,1.0017093,-0.13645947
