predictions,labels,entropys,plpds
152,152,0.2135009,0.9444121
376,376,0.011936897,0.025143266
729,729,0.04090916,0.21879327
855,618,3.926137,0.14218692
202,184,0.1679712,0.5353122
166,161,1.071711,0.62005436
801,801,0.12171192,0.88918006
315,462,0.30916622,0.57291937
267,267,0.3276478,0.8549297
274,274,0.017170088,0.32909727
1,1,0.0017219216,0.0008146763
337,337,0.0014469197,0.0073027015
158,158,0.029642688,0.18846351
572,572,0.04763144,0.9663999
567,544,1.5339837,0.45568344
679,488,0.38859442,0.13929021
896,861,0.6184535,-0.08899003
403,403,0.0006993956,0.0004479885
415,454,1.8153205,0.37269986
506,506,0.06573143,0.88490856
287,287,0.0030153964,0.003564179
332,332,0.010710565,0.25396627
9,9,0.0005979126,0.3977155
636,636,0.15750822,0.9746558
490,490,0.13592261,0.0065737367
490,461,1.9213765,0.18384361
28,28,1.3029847,0.36759666
166,166,0.67405117,0.6768625
684,684,0.0010330512,0.00035244226
684,684,0.97213984,0.82268536
728,591,1.4592793,0.41936487
247,247,0.032310218,-0.004682958
954,954,0.0039407564,0.00055223703
907,907,0.7916149,0.6365207
73,73,0.6082436,0.6924243
144,146,1.2382057,0.42241177
692,549,1.4259555,0.08919129
526,493,0.13909344,0.9747192
128,128,0.01416067,0.00414598
369,369,0.8995518,-0.16066039
789,789,0.3967205,-0.096816
198,198,0.34165305,0.8399627
912,877,0.94145936,0.67715526
910,112,4.311536,0.08805038
218,213,1.0143433,0.62879103
463,463,0.080107585,0.035110116
837,837,1.6668687,0.4871393
484,484,0.69803953,0.16695595
728,728,0.047452603,0.041388333
411,411,0.0047146054,0.0010820627
477,477,0.37293118,0.94662404
538,538,0.038385518,0.043446362
303,304,0.024834244,0.95092595
757,757,0.14380907,0.8104735
619,619,0.062806755,0.19312173
746,746,0.62679136,0.8334823
451,424,3.1264145,0.2700252
236,236,1.2118397,0.13170356
904,904,0.9094021,0.6994863
405,405,0.0034149871,0.9930316
411,411,0.03459326,0.005480528
110,110,0.053115066,0.190036
77,77,0.14054379,-0.013311684
135,135,0.012783118,0.98442554
