predictions,labels,entropys,plpds
254,254,0.3056597,0.9578047
406,220,0.3758182,0.8317862
687,687,0.020490116,0.0013677478
724,724,0.22600928,0.9509488
985,985,0.35191095,0.24760848
664,598,2.7143292,0.31528896
354,172,3.7542808,0.359792
477,632,3.7224188,0.17160818
287,250,2.7319982,0.21651196
425,915,1.0059719,0.64966524
18,131,2.6597278,0.25918818
482,485,1.4779204,0.4052424
217,217,0.64349926,0.85716546
440,588,1.3452487,0.5932334
382,364,1.1169103,0.64852273
936,936,0.015023198,0.9970931
466,466,1.3107313,0.56583476
674,674,0.04284646,0.9958648
990,990,0.04212947,0.7803156
523,981,2.6013827,0.34719142
301,994,2.2111967,0.35565084
243,243,0.07500923,0.9696532
988,988,0.17869061,0.25765538
671,671,0.24297829,0.4506966
616,797,2.897152,0.34077764
475,475,0.0051103374,0.7124884
970,970,0.89851785,0.6574683
842,842,0.47362956,0.9178501
851,851,1.3602042,0.69247615
800,800,0.701519,0.8830684
470,631,1.1445026,0.6069428
562,421,1.2580069,0.7389296
716,627,0.20566696,0.9103936
391,389,1.4017584,0.4442563
721,721,1.0021768,0.8264319
947,947,0.8585557,-0.11092019
470,470,0.030815035,0.0697996
237,237,0.4543844,0.91939926
185,193,1.2581055,0.55270344
716,716,0.058879994,0.0551154
837,837,0.47523054,0.7599651
192,334,1.951596,0.4255201
354,104,1.0738066,0.7702937
489,523,2.9500017,0.29870245
608,608,0.07370797,-0.002757609
437,855,0.9303357,0.6987321
325,325,0.09944509,0.5376582
529,774,2.6704435,0.3305169
785,785,1.8062155,0.01076749
447,400,2.9108515,0.1263789
502,452,0.33703128,0.9611718
292,286,1.9338562,0.28827927
397,397,0.29693413,0.90409404
180,179,1.2211276,0.47023275
514,514,0.06154701,0.9929839
359,358,0.94460195,0.35097668
345,730,0.7591919,0.749286
810,878,1.6107297,0.5965067
989,990,0.95040077,0.68394274
898,503,1.8270926,0.40910563
12,82,0.1592511,0.64113915
232,157,0.22540514,0.9648606
209,207,4.9233837,0.096143976
360,106,1.8447506,0.5025986
