predictions,labels,entropys,plpds
31,43,0.9323744,0.78234553
275,275,0.021221744,0.99824053
11,815,3.1131358,0.22741614
866,866,0.19754075,0.96735114
796,796,0.59999305,0.88854325
203,203,0.06346371,0.18303883
972,867,1.313718,-0.45325625
705,705,0.023478758,0.99506974
369,369,0.4153149,0.93568486
792,618,1.2858449,0.5149391
667,400,0.6587375,-0.20094955
70,70,0.13202225,0.9869833
856,856,0.031882964,0.8817565
661,661,0.038884178,0.96716005
256,266,2.0187724,0.31106183
856,856,0.029687297,0.7252676
901,901,0.005762256,0.9416859
949,957,0.33724636,0.9180199
248,248,0.9093201,0.5686744
617,617,0.18712866,0.9723474
413,764,1.0732057,0.45422855
663,663,0.7476348,0.59867543
683,683,2.4410133,0.37604892
39,39,0.31792122,0.8395393
361,361,0.0058982493,0.0006350875
759,759,0.08124395,0.87643933
14,341,3.5258403,-0.76115775
934,934,0.0430291,0.9708177
705,705,1.2903749,0.44345617
248,248,1.0701668,0.65633523
478,767,1.1153791,0.7169405
582,728,1.223958,-0.24725592
159,159,0.70698804,0.80611604
505,505,0.71302396,-0.2844293
371,371,0.015688276,0.39751554
693,693,0.7959823,0.8112866
641,641,0.018164225,0.038491905
688,688,1.0417899,0.1618002
935,935,1.3154404,0.7225679
419,529,2.177155,0.40119755
254,254,0.49205178,0.92183423
182,184,0.7761712,0.8340321
467,467,1.7835499,0.36351076
545,61,3.4221764,0.26629952
128,128,0.10670817,0.034447312
650,402,2.6885474,0.40819967
48,357,2.8058949,0.20685011
847,408,0.10019495,0.9902109
216,216,0.21215664,0.23013246
618,809,0.8545617,0.83298886
325,325,0.08258414,0.9817437
248,248,1.8112649,0.47153705
833,833,0.07367805,0.97256607
960,960,0.3222836,0.5146935
717,717,1.183846,0.7558884
763,763,1.4054226,0.54829556
120,120,0.058093365,0.99014556
671,671,0.23103961,0.9509985
296,222,3.2003086,0.18031533
149,149,0.06752187,0.9714973
486,486,0.36054352,0.93661684
966,907,0.21062352,0.16977423
108,108,0.05661393,0.9932493
240,241,1.0258327,0.628307
