predictions,labels,entropys,plpds
782,782,1.5074377,0.3094725
585,432,3.2894368,0.1801652
673,673,2.355813,0.54857993
876,736,1.7839558,0.36379737
687,930,2.4095225,0.4288859
149,149,0.2603497,0.9601159
235,235,0.811025,0.8791204
799,626,2.6514945,0.33321586
581,436,0.36042035,0.6236423
541,600,3.8171766,0.093032144
637,412,1.5745813,0.59090644
439,822,2.508133,0.052735865
328,509,0.65142536,0.037335813
138,138,0.382394,0.9008725
624,740,2.2865272,0.31651628
439,439,1.0131392,0.61351717
904,904,0.29759037,0.07362729
317,317,0.35665846,0.96343786
769,769,1.5678294,-0.23828107
506,506,1.5149379,0.6635031
537,537,1.1913576,0.012604654
883,725,2.2272272,0.5155148
799,905,0.82581097,0.87822664
712,798,3.3720617,0.22582963
749,114,3.1774302,0.2862154
689,443,3.9167247,0.17966345
978,472,1.0182465,0.7262032
532,661,4.215667,0.2066278
525,449,0.5912318,0.8284066
449,449,0.23121846,0.83342624
257,257,1.054453,0.81312704
527,527,2.464624,0.23298363
643,643,0.14472267,0.35848254
946,991,2.6139667,0.27196875
224,205,3.0667782,0.5302749
937,937,1.0363247,-0.24405313
170,170,2.98031,0.2721786
446,644,3.2938306,0.2111266
310,310,0.30103493,0.04053688
641,618,3.3921208,-0.33830896
620,585,2.4937582,0.41851494
177,177,0.14468381,0.9063368
879,489,1.0022591,0.62067837
476,476,0.31132102,0.2782039
145,145,0.34627467,0.4365911
193,200,3.352088,0.0036041737
299,299,0.23709668,0.23913515
527,527,0.9361069,0.77373064
117,697,2.703997,0.3051486
555,717,1.6637965,-0.30022347
814,814,0.1746625,0.9655986
280,271,1.2500776,0.3789404
718,447,2.6663647,0.4379355
368,368,0.34128246,0.07936758
328,121,1.8669829,0.64495784
718,812,3.0401578,0.25921944
829,829,0.50851107,0.86242664
149,149,0.18902344,0.026739478
791,880,0.49272302,0.301589
339,211,1.8681818,0.61039585
362,362,1.2310622,0.69841206
263,378,3.5494413,0.28612432
396,121,2.7641087,0.49781916
626,499,2.9925222,0.31777933
