predictions,labels,entropys,plpds
775,775,0.120121956,-0.0071170926
33,33,0.11175105,0.010241091
903,903,0.16136804,0.043257773
269,269,0.32724854,0.16885811
816,816,0.14031166,0.34362513
647,647,1.1082855,0.6841153
559,559,1.1607869,0.5610032
75,75,0.011590533,0.004664898
92,92,0.008163347,0.00093096495
535,535,0.0045863367,0.003222704
584,584,0.14232852,0.18684012
859,859,0.008269705,0.0016765594
234,234,0.0698853,0.2426098
581,817,1.5285537,0.057252347
362,362,0.0061690835,0.0044327974
940,940,0.9695525,0.72741157
903,501,0.03532258,0.017093897
585,585,0.13962781,0.39566427
594,594,0.0023487464,0.0021529794
495,495,0.991796,0.7819169
233,220,1.7940376,-0.27933443
230,230,0.689705,0.281709
984,984,0.014366666,0.004585564
370,370,0.24907605,0.34822124
457,457,0.034576267,0.068312824
41,41,0.11649121,-0.0040548444
437,505,0.86251223,0.5590869
154,154,0.6078471,0.33493826
166,162,1.245796,0.6103146
471,912,0.85144186,0.7863877
220,220,0.012266383,0.0004708171
821,821,0.14059427,0.07142842
926,926,0.06446365,0.037611008
716,716,0.25796914,0.008061767
308,308,0.00086869416,0.00088864565
185,185,0.3001271,0.22477049
667,400,0.3775561,0.49364784
430,430,0.037250064,0.003344357
869,869,2.6013107,0.5120907
61,61,0.06873197,-0.002570331
234,234,0.77488095,0.4672651
151,151,0.16653532,0.03815937
407,407,0.37372962,0.013010681
543,543,0.04313666,0.36190283
89,89,0.73937744,-0.017558575
856,856,0.021781966,0.012873054
777,777,0.011400744,1.4960766e-05
345,347,1.2227366,0.44306868
481,481,0.14882024,0.9690812
819,401,1.5476633,0.4368189
219,201,3.4104173,-0.12720129
523,612,1.4783489,0.5569437
937,937,0.0022126976,0.00024092197
666,666,0.0031336015,0.0265069
90,90,0.032870516,0.0058122873
408,408,0.04199843,0.1787231
614,614,0.039974164,0.0049102306
364,364,0.0006820847,1.13248825e-05
474,474,0.034291267,0.11688912
773,773,0.06279792,0.0072512627
510,510,0.013683768,0.02193743
681,681,1.7909148,0.41183463
750,504,3.375637,-0.58305466
685,685,0.00130156,0.00046688318
