predictions,labels,entropys,plpds
140,140,0.016160585,0.0009844899
817,751,0.9153664,-0.2717843
24,425,2.231741,0.25598755
173,173,0.39110735,0.5571958
277,277,0.11384803,0.31480294
385,385,0.08809847,0.09654796
707,707,0.69660634,0.19247189
832,832,0.68823874,0.029027104
188,188,0.21159089,0.21980023
546,546,0.06781662,-0.003697753
704,635,1.6093655,0.591457
811,811,0.09660794,0.6222196
985,985,0.00016084866,1.2278557e-05
510,510,0.018484673,0.98246115
670,670,1.5889888,0.66078514
704,704,0.010823826,0.57755196
791,791,0.08905138,0.021900833
574,574,5.216538e-05,4.529953e-06
103,103,0.620113,0.88684195
988,988,0.003601152,7.867813e-06
494,494,0.19582038,0.9641069
193,193,0.6567457,0.08819723
336,336,0.008182371,0.86440665
703,639,1.7967237,0.5023807
202,202,0.16400942,0.80642295
458,458,0.2322321,-0.0021845698
810,878,0.6763567,0.009777188
266,207,1.2382431,0.36044317
305,305,0.17077655,0.81613517
77,77,0.60706574,0.6059745
159,159,0.08635168,0.0054199696
63,63,0.009866932,0.1378178
485,485,0.31659937,0.11297625
227,227,1.6370432,0.5393387
286,151,0.9300656,0.8057553
551,696,0.58187866,0.41003296
997,997,0.020649586,0.009978354
600,506,1.0485959,0.5092013
771,771,0.032070465,0.0031558871
263,264,0.7031916,-0.1371479
629,629,0.026172057,0.06440312
513,513,0.91671205,-0.3204661
668,668,0.0043241302,0.014255226
974,974,0.0029580893,7.903576e-05
879,879,0.09643993,0.3824923
608,608,0.010661511,0.77225316
713,713,0.708374,-0.2840646
161,163,0.62856835,0.66539276
283,283,0.010703158,0.98047376
992,992,0.04159261,-0.0033808947
614,834,0.6549654,0.86717784
489,489,0.0041486234,-4.7504902e-05
339,339,0.016704524,0.31673145
237,237,0.38051966,0.08486259
638,445,0.846799,0.10866833
155,155,0.0761842,0.020656526
100,100,0.00047240066,6.1392784e-05
857,564,3.3374288,0.15970837
544,544,0.036821544,0.07241875
888,888,0.32144362,-0.043944836
739,739,0.2666685,-0.027780175
810,878,0.6434353,-0.049524665
187,187,1.0440484,0.00418514
618,677,0.92554003,0.85315514
