predictions,labels,entropys,plpds
4,4,2.431474e-05,0.0662334
9,8,1.1435728,0.46224707
1,1,0.0003236439,0.9998343
7,7,0.00017949978,0.99754554
5,5,0.08492424,0.6782409
5,5,0.0009761328,0.9182514
0,8,0.019972023,0.9777142
6,6,0.0020097878,0.74258244
6,6,0.11210261,0.97904414
7,7,5.3773183e-05,0.024873853
1,1,0.004151264,0.8613021
3,6,0.021288674,0.99737436
8,8,1.297246,0.40383843
3,6,0.51122814,-0.14558947
4,4,0.00013715749,0.9995851
5,5,0.0007538918,0.99210113
3,3,0.66682804,0.7523259
5,5,0.17364798,0.9687229
5,5,0.60705626,0.72473794
7,5,0.005848746,0.9856423
9,9,8.910766e-05,0.0010892153
0,0,0.05940083,0.22499943
1,5,1.1138268,0.5994818
0,0,0.34151867,0.9301835
7,4,0.49459344,-0.15464479
7,7,0.0006825164,0.41205406
8,8,0.0109155895,0.027410984
5,5,0.020856027,0.9967194
5,5,0.07369476,0.9661256
7,1,0.2697106,0.9021161
6,6,0.0025682217,0.4024343
4,4,0.00025878008,0.84155154
0,0,0.029325087,0.3467301
8,1,0.31074676,0.35375398
9,4,0.45406222,0.82197326
9,9,0.060365018,0.5893656
9,1,0.001423086,0.99854285
5,5,0.8773279,0.66642225
8,9,0.012663118,0.95566785
9,9,0.0027736146,0.70163965
5,5,0.007569422,0.22691262
0,0,0.0015973742,0.99974847
2,4,0.16553725,0.96082205
2,2,3.6053636e-05,3.3974648e-05
0,8,0.0074189636,0.99896765
5,5,0.0050456934,0.99945486
6,6,0.13570148,0.6912611
3,6,0.39903578,0.8720391
2,2,0.014301248,0.99819326
0,0,0.00013193264,0.9368394
6,2,0.030731343,0.9948933
8,8,0.0014648277,0.21800649
6,6,0.00080672465,0.0024574995
2,8,1.3674593,0.30210936
1,2,0.4832818,0.88138074
2,2,0.00038926204,0.8080548
4,5,0.001093452,0.13441086
7,9,0.95068765,0.5528127
5,5,6.6042203e-06,0.2643661
0,0,0.00028096917,0.0047468543
4,4,0.50314665,0.8144142
2,3,0.03193221,0.20707053
8,8,0.0027247476,0.9994989
0,0,0.00618603,0.23839223
