predictions,labels,entropys,plpds
600,600,2.7941656,0.3598001
920,920,0.0072707226,0.0024502873
414,667,4.8625555,0.09724414
724,724,0.4259951,0.9178767
800,800,1.6164315,0.72107077
276,276,0.08547574,-0.0034347177
980,980,2.653359,0.41033754
956,956,0.085022315,0.14571786
810,878,1.3347676,0.60006654
336,336,0.03342724,0.015591681
338,338,0.015471719,0.97389054
202,202,1.1673425,0.13135016
498,865,2.3424437,0.30989838
70,662,3.1204214,0.42876217
14,14,0.128593,-0.0046382546
294,294,0.047801577,0.07629305
504,969,1.6959062,0.6584636
399,399,1.2951306,0.6350731
724,724,1.1809665,0.23064947
527,527,1.993859,0.41961932
904,904,0.22623034,0.017782807
327,327,0.18748555,0.96836996
403,403,1.5486586,0.057320833
504,773,1.0934355,0.52732855
998,998,2.1129327,0.29264128
490,490,0.23519573,0.110533595
634,844,4.2703576,0.16835785
247,243,3.0462937,0.2377671
157,157,0.12695593,0.082848966
25,25,0.3490164,0.016587794
395,389,0.90967166,-0.38745558
371,371,0.12746187,0.08604401
174,174,0.394443,0.05953735
206,206,3.2565708,0.14771996
378,378,0.08186636,0.17234737
234,234,2.4064555,0.23070236
724,706,3.5751753,0.14497076
797,282,1.3036216,0.75142574
421,421,0.11129205,0.036456585
93,93,0.13063094,0.6821045
431,431,0.11215616,0.10410333
172,178,2.7900257,-0.21693715
79,79,1.0268601,0.86504656
72,72,0.82505345,0.047829032
675,675,0.7925943,0.63289124
162,162,0.5895757,0.7998851
44,44,0.3087346,0.44422048
436,436,1.3663121,0.5673514
503,648,3.2036996,0.21787193
222,222,0.79634726,0.19801235
865,509,1.6414083,0.39664495
82,82,0.6566303,0.89055485
741,741,1.230428,0.40712318
446,446,1.0233777,0.8345426
972,825,2.0506666,0.38429007
87,109,2.3731468,0.64914155
203,203,0.6571373,0.18173534
318,315,2.8896751,0.3006507
257,348,2.4369383,0.36439034
860,860,0.08420726,0.0028383732
209,209,0.20743647,0.3588422
73,74,0.94030595,0.8500283
43,43,0.15791969,0.24213028
312,312,2.3254225,0.37735152
